TARGET_deathRate,avgAnnCount,avgDeathsPerYear,incidenceRate,popEst2015,povertyPercent,studyPerCap,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctHS25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPublicCoverage,PctMarriedHouseholds,BirthRate
139.2,48,17,397.2,7829,19.3,0,579.6,48.2,48.5,Pacific Region,2.08,52.6,33.4,45.9,10.6,54.7,47.56097561,2.9390681
169.1,1780,748,418.7,362895,18.4,286.5842737,39.3,37.6,41,Pacific Region,2.39,45.5,25,54.1,9.9,65.4,44.09409512,4.213583027
199.9,342,152,449.9,47038,18.8,63.77822186,50.4,48.5,51.6,Pacific Region,2.22,52.6,28.1,49.5,7.9,56.3,47.15063697,4.839663945
186.5,675,273,477.4,120547,19.1,8.29551959,39.5,38.8,40.4,Pacific Region,2.61,52.9,31,51.9,10.6,62.3,51.80709534,4.659172628
164.4,157,61,441.7,30380,28.7,32.91639236,36.1,35.3,37.3,Pacific Region,2.62,47.3,29.9,44.6,11.2,54.6,49.52362434,8.019109367
168.9,1588,586,470.8,330700,17.7,33.26277593,35.8,34.6,37.3,Pacific Region,2.75,49.1,27.2,55.1,10.7,61,50.02280782,6.037989127
191.7,61,23,497.6,11190,16.3,0,37.4,36.9,38.2,Pacific Region,2.96,56.8,35.4,54.1,8.6,63.5,59.65005302,9.868141217
177.1,3314,1262,459.5,790294,18.6,793.3756298,36.5,36.1,36.9,Pacific Region,2.41,42.3,18.4,62.6,8.8,67,39.73199772,4.640520349
165.5,416,153,469.8,79391,14.1,0,37.4,36.4,38.5,Pacific Region,2.65,51.8,26.8,53.4,10.8,69.4,53.57017359,4.832893816
180.4,16,5,587.4,1680,14.2,0,49.8,47.5,51.3,Pacific Region,2.22,53.6,36.7,50,7.9,59.9,46.76616915,7.333333333
165.1,170,67,432.2,25653,17.5,38.9817955,48,45.4,50.2,Pacific Region,2.45,52.2,34.6,46,7.8,62,50.94115316,5.352172982
181.2,348,148,430.1,76531,18,0,36,35.3,36.6,Pacific Region,2.7,48.9,29.1,55,9.4,59.6,49.63051429,6.342209979
169,146,59,453.6,25790,17.7,0,40,38.5,41.8,Pacific Region,2.46,52.7,33.4,53.3,7.1,63.8,51.4017769,5.602240896
141,66,26,403.7,10897,10.9,0,45.4,44.1,47.6,West North Central Region,2.15,58.7,36,61.7,3.3,74.4,52.52586732,5.591612581
162.4,301,106,479.7,71275,8.5,252.5429674,31.1,29.6,32.8,West North Central Region,2.49,50.8,29.3,66.5,2.6,82.9,49.25567334,7.89058058
178,32,17,405.2,4168,10.9,0,51,49.6,52.6,West North Central Region,2.04,64.8,33.8,58.5,1.3,79,55.52788845,7.244318182
170.1,106,47,403.1,35294,6.9,0,32.6,31.8,33.5,West North Central Region,2.4,55.3,28.5,70.6,1.7,81.3,50.28968714,9.9672438
217.2,169,75,493.1,28024,24.8,0,41,40.2,41.5,The East North Central Region,2.56,52.8,43.6,46,13.4,49.6,50.47890956,4.079365079
185,569,241,456.6,104425,18,536.2700503,38.1,36.5,40,The East North Central Region,2.53,46.2,39.7,57.1,9.2,68.4,46.1311459,6.237398089
189.4,275,127,426,53213,14.6,1390.637626,39.9,38.8,41.1,The East North Central Region,2.5,53.6,42.8,57,7.8,70.7,54.49160425,5.646027941
203.2,625,263,498.3,98632,21.5,496.7961716,41.8,40.5,43.4,The East North Central Region,2.48,48.2,44.9,50.7,8.9,61.7,47.3540756,6.447299298
192.1,271,105,489.6,65886,29.9,15.17773123,28,27.5,28.6,The East North Central Region,2.47,35.1,32.3,47.7,10.9,70.6,40.43404785,2.52476505
189.7,269,110,484.8,45876,8.3,0,41,39.8,42.2,The East North Central Region,2.49,58.4,43.9,63.4,5,78.2,56.72511405,6.028766704
185.2,406,185,427.9,69154,16.1,0,43.9,41.3,46.5,The East North Central Region,2.35,50.6,43.5,51.3,8.5,69.5,49.99105065,3.534951105
213.3,264,112,500.2,43839,15,0,40.8,40.3,41.3,The East North Central Region,2.62,54.1,48.1,53.3,9.9,63.2,54.66050864,8.672957238
189,1721,706,458.9,376353,14.4,263.0509123,36.4,35.2,37.7,The East North Central Region,2.68,50.5,34,60.6,7.2,73.6,52.67666271,5.479735318
172.8,180,67,472.5,27811,13.5,71.91399087,44.5,43.3,46.1,The East North Central Region,2.54,58.4,47.5,55,7.1,65.3,59.31461903,5.228870221
190.1,215,90,462.1,38987,11.3,0,41.2,39.7,42.8,The East North Central Region,2.53,55.2,45.1,58.2,9.1,71.9,55.08958456,4.636217581
200.6,814,360,471.1,135959,18.2,478.0853051,41,39.8,42,The East North Central Region,2.44,48.4,36.4,54.1,10,64.9,46.15847762,5.319358009
178.7,1007,370,479.5,201973,11.2,549.578409,39.5,38.2,40.6,The East North Central Region,2.65,55.1,34,61.9,5.5,74.1,55.70496712,5.170612813
224.3,231,108,488.5,41917,13.7,238.5666913,39.3,37.9,40.8,The East North Central Region,2.53,52.8,40.6,56.1,9.2,66.9,52.02513532,5.682641548
178.3,624,259,445.6,104806,15.9,76.33150774,43.2,42.1,44.7,The East North Central Region,2.43,51.9,46.5,54.1,9,63.5,50.84943094,6.225449895
203,214,96,459.8,36569,18.1,0,41.5,40.2,43.1,The East North Central Region,2.53,54.8,50.3,53.6,7.8,63.4,54.97035228,5.832147937
184.6,276,113,476.5,42306,15.4,0,42.6,41.3,44.2,The East North Central Region,2.37,54.7,44.9,52.9,8.1,68.5,51.4608383,6.301190346
187.1,7637,3091,485,1255921,19.6,555.7674408,40.4,38.4,42.1,The East North Central Region,2.31,40.5,28.3,56.4,10.6,65.3,36.95193176,4.879604208
179.6,293,128,439.3,52076,12.2,1152.162224,41.8,40.1,43.1,The East North Central Region,2.48,56.3,49.9,57.9,7.6,70.1,54.6273664,6.68786915
188.6,211,91,446.9,38352,11.7,0,39.7,37.9,41.1,The East North Central Region,2.49,53.5,44.2,59.1,8.4,73.3,52.12383009,6.066465257
152.1,747,234,460.5,193013,4.8,554.3668043,37.8,37.4,38.3,The East North Central Region,2.78,62.7,20.6,67.9,3.2,87.4,65.7719961,4.830467049
193.7,495,208,479.9,75550,13.9,688.2859034,44,42.8,45,The East North Central Region,2.35,50.1,39.5,57.6,7.7,71.7,47.04882425,4.607982234
173.4,720,272,459.5,151408,9.6,475.5362993,39,37.8,40.2,The East North Central Region,2.66,55.6,34.4,59.7,6.9,74.3,57.35753743,5.968296134
194.3,152,68,441.6,28679,15.8,0,41.1,38.9,42.2,The East North Central Region,2.44,51.7,46.7,54.4,8.6,60.4,48.78764346,5.708508322
181.2,183,94,359.6,42537,10.5,822.8130804,39.8,37.9,40.8,The East North Central Region,2.59,59.8,40.8,62.7,6.7,78.8,60.4843182,6.632331301
201,174,78,456.2,30142,26.1,33.17629885,41,39.7,42,The East North Central Region,2.56,52.2,40.5,46.9,7.5,57.8,52.41587576,4.807405196
142.4,513,173,441,94102,7.8,159.4015005,44.2,43.3,45,The East North Central Region,2.67,60.7,27.3,63.1,4.1,77.5,63.62799793,5.939818201
159.2,789,295,437.3,164427,13.2,395.3122054,37.7,36.2,39.1,The East North Central Region,2.41,51.4,25.6,56.9,7.6,76.6,52.00990932,4.699355673
215.8,237,111,473.4,39258,17.2,0,42.2,40.3,43.6,The East North Central Region,2.51,50.8,43.1,51.9,11.7,59.8,49.65291169,3.383937884
185.1,4146,1677,467.1,807598,17.6,633.9787865,37,35.4,38.7,The East North Central Region,2.37,42.5,27.1,60.2,8.8,68.1,39.24670876,5.234779851
175.7,375,158,431.9,75573,12.7,899.7922538,39.2,38.4,40.2,The East North Central Region,2.37,53.4,36.1,62.3,6.9,75.8,50.51314223,5.446216491
185.1,150,65,433.4,31682,19,0,35.4,33.9,36.9,The East North Central Region,2.55,48.5,49.2,54.7,9.6,66.8,52.43500867,8.008741483
201.4,97,47,445.5,15450,16.9,0,45.9,45.1,46.4,The East North Central Region,2.45,57.8,48.7,52.9,5.6,67.7,56.7692553,7.156549521
162.8,134,60,386.3,27816,10.2,0,41.2,39.7,41.7,The East North Central Region,2.52,56.2,43.9,54.1,6.7,76.8,55.8861106,7.870216306
199.8,223,107,427,43026,19.3,0,40.1,38.6,41.4,The East North Central Region,2.55,51.4,43.1,50.3,11.5,56.3,49.87422137,6.779300818
205.9,167,75,460.6,28491,17.5,35.09880313,42.6,42.1,43.1,The East North Central Region,2.48,54.7,43.7,52.7,9.5,62.2,53.90357425,5.314639713
147.4,126,59,316.5,43909,12.4,0,30.4,28.9,31.5,The East North Central Region,3.36,60.3,35.1,54.1,4.2,45.9,70.61095782,7.899124635
206.3,311,140,463.7,58469,13.4,119.7215619,38.8,37.5,39.8,The East North Central Region,2.58,53.1,48.1,54.1,7.2,68.9,52.89208505,4.663965135
210.9,173,83,445.6,32596,20,0,39.5,38.1,41,The East North Central Region,2.5,49.1,41.8,50.9,11.5,59.4,47.41545335,5.240979721
194.7,439,197,462.5,67347,20,44.54541405,44.3,43,45.4,The East North Central Region,2.35,48.9,42.5,49.5,8.8,66,47.93976679,4.806907805
179.5,363,131,514.7,61061,15.1,818.8532779,38.7,37.9,39.6,The East North Central Region,2.53,52.3,41.2,54.1,6.6,68.5,53.82925436,5.615628604
182.5,1415,558,483.8,229245,8.9,235.5558464,43.2,41.6,44.7,The East North Central Region,2.39,52.2,33.9,62.8,6,77,50.14290988,4.694264339
201.5,335,155,445.7,61109,17.5,32.72840334,41.2,39.8,42,The East North Central Region,2.6,50,43.1,49.6,8,62.6,49.736708,5.379259802
188.8,888,349,478.5,170570,13.5,480.7410447,39.7,38.6,40.7,The East North Central Region,2.57,54.3,37.2,61.2,7.2,71.7,55.02568893,5.540748334
205.6,252,114,460.6,45386,17,176.2658088,40.7,39.7,41.8,The East North Central Region,2.42,54.2,49.4,58.1,7.6,69.2,50.84227468,6.601566473
182.1,1653,664,465.9,305147,14.7,229.3976346,41,39.5,42.4,The East North Central Region,2.5,49.3,33.4,57.3,8.8,71.6,49.08438337,4.894050891
196.2,1813,976,370.7,433689,20.7,1169.040488,37.7,36.1,39.4,The East North Central Region,2.4,41.6,31.2,56,11.1,64.7,38.87703455,5.157532738
197,211,91,449.1,44094,12.6,0,40.2,38.9,41.8,The East North Central Region,2.57,48.1,40.7,52.7,5.9,72.9,54.0721857,4.909090909
190.7,1511,661,463.1,231900,18.9,12.93661061,43.3,41.2,45.4,The East North Central Region,2.32,45.1,38.1,53.7,9.5,63.8,42.50741385,4.348522463
202,395,160,502.1,65355,21.3,168.3115293,40.4,39,42.3,The East North Central Region,2.43,48.1,42.6,47.8,9.6,63.2,50.3840183,6.933232742
167.4,894,325,460.9,176395,7,317.469316,41.4,40.4,42.2,The East North Central Region,2.63,58.1,32.4,54.1,5,80.9,59.46637981,4.599000327
206.9,130,62,435.2,23257,22.6,42.99780711,42.3,42,42.8,The East North Central Region,2.49,53.8,43.5,46.4,12.1,56.9,52.45655439,5.707001373
181.9,219,95,443.1,40968,8.9,0,40.1,39.3,41.1,The East North Central Region,2.54,58.7,49.1,64.6,5.5,79.3,57.88052013,6.325515281
177.8,562,230,449.5,104224,10.6,604.4673012,41.4,40.3,42.5,The East North Central Region,2.49,53.9,36.9,60,7.6,73,52.19885742,4.84544324
188.9,88,41,423.2,14409,15.7,0,45.6,44.9,46,The East North Central Region,2.37,56.7,51.2,54.1,7.4,65.2,53.31902246,6.140350877
186.9,2919,1252,451.9,532258,19.7,760.9091831,39.4,37.5,41.2,The East North Central Region,2.32,44,28.8,54.1,9.4,64.7,40.44286375,5.362001513
187.9,89,39,438.4,14777,18.1,0,43.9,43.3,44.7,The East North Central Region,2.41,58.4,47.5,47.1,9.3,58.6,57.0751634,5.657937278
185,183,75,456.7,35074,12.1,0,41.2,40.4,41.8,The East North Central Region,2.73,57,46.2,58.7,7,71.3,59.05511811,4.83615222
211.5,480,225,466.1,86290,19.1,637.3855603,40.3,38.8,42,The East North Central Region,0.0245,49.4,42.9,54.8,8.3,61.9,48.00210151,5.739536774
122.5,74,27,355.1,14326,16.3,0,50.2,50.6,49,The East North Central Region,2.45,51.6,52.1,54.1,7,64.3,59.02578797,6.422798809
185.3,276,114,457.1,40877,10.1,0,47.3,46.2,48.6,The East North Central Region,2.33,57.1,38.6,57.3,5.5,75.6,55.11711088,4.504504505
215.5,107,52,451.2,18976,12.3,158.0944351,41,40.3,41.5,The East North Central Region,2.48,58.6,50.1,57.1,6.6,70.2,56.20210417,7.380254154
200.6,179,79,443.4,35985,17.8,0,40,39.5,40.4,The East North Central Region,2.59,55.4,43.9,51.9,9.5,62.5,55.10159652,4.775349865
197.4,282,121,460.5,56998,13.2,0,39.1,37.2,40.7,The East North Central Region,2.68,51.3,42.9,54.7,6.9,72.5,57.2713258,5.002432301
217.9,156,75,468,28217,21.9,0,40.8,39.8,41.9,The East North Central Region,2.55,47.8,42,44.1,13.4,52.1,45.32906764,5.373276272
186.3,796,323,458.7,162275,14.2,154.059467,37.6,37,38,The East North Central Region,2.54,46.6,37.8,60.7,8.7,74.5,49.96969945,3.908475144
192.7,244,101,471.1,41329,13,0,41.9,40.3,43.2,The East North Central Region,2.56,55.9,46,58.4,7.3,68.5,56.00347308,3.877752218
154.6,168,64,425.6,34042,7.8,0,39.7,38.4,41.1,The East North Central Region,2.6,63.3,42.8,66.8,3.4,85.3,63.98957775,6.184443536
186,703,305,445.1,121707,15.9,188.9784482,41.3,39,43.4,The East North Central Region,2.4,48.2,41.2,51.4,8.7,65.4,47.42739538,4.974134501
203.9,401,181,449.2,77170,19.2,699.7537903,40.6,39.7,41.9,The East North Central Region,2.52,49.2,42.8,48.3,11.3,62.1,51.75634087,4.967320261
193.8,316,149,424.2,59679,14.5,83.7815647,41.3,39.3,43,The East North Central Region,2.49,51,43,58.9,7.6,72.9,49.51324812,5.511627907
203,476,198,503,76825,27.2,767.9791734,39.5,37.2,41.4,The East North Central Region,2.5,47.1,40.5,44,9.6,55.2,46.52861953,4.764332654
174,297,123,439,55610,17.5,629.3832045,39,37.3,41.6,The East North Central Region,2.45,49.7,46,56.6,8.1,72.4,50.84037515,4.557619009
167.3,217,92,405,48901,10.7,163.5958365,38.9,37.8,40.3,The East North Central Region,2.62,57.4,44.1,62.6,6.7,77.4,57.14516912,6.776406036
176.4,2131,880,449.3,375165,14.9,389.162102,41.8,40.3,43.1,The East North Central Region,2.43,49.4,38.3,57.9,8.5,70.4,48.35389168,5.285174738
178.1,2841,1203,437.5,541968,13.4,282.3044903,40.7,39.2,42.1,The East North Central Region,2.41,47.2,32.3,59.1,8.4,70.9,45.07926592,4.582141722
187,1343,549,478.5,203751,17.2,0,43.6,41.9,45.3,The East North Central Region,2.33,48.8,45.2,52.5,7.4,63.8,45.65002073,4.660949114
168.7,527,210,447.1,92916,13.4,32.28722717,41,39.3,42.7,The East North Central Region,2.49,54.9,46.9,58.2,7,67.7,53.99449786,5.283776996
165.7,221,77,459.6,54277,7.7,0,38.1,38.2,38.1,The East North Central Region,2.73,56.7,36.8,61.7,4.2,79.3,61.70039607,5.668411867
172.1,156,67,425,28562,10.1,0,41.5,40.3,42.6,The East North Central Region,2.49,56.3,48.7,58.2,7.5,71.4,55.08586526,4.894094994
184.3,72,29,456.6,13048,23.7,0,41,40,42.1,The East North Central Region,2.63,54.3,45.9,48.4,12,56.2,54.02644231,8.863399374
160.4,938,334,444.5,224469,5.8,280.6623632,38.7,37.3,40,The East North Central Region,2.73,60.3,26.8,62.5,6.1,83.8,63.68381424,4.708366736
186.2,387,159,475.4,61112,15.7,1358.162063,43.6,42.1,45,The East North Central Region,2.38,53.3,41.5,51.7,6.8,66.4,51.77545484,5.009079903
170.3,554,233,417.8,116063,13.9,241.2482876,38.8,37.5,40.2,The East North Central Region,2.6,56.1,41,60.5,4.8,69.3,57.62759264,6.420871739
185.1,193,91,412.3,37120,14.2,0,41.6,40,43.2,The East North Central Region,2.39,52,45.4,57.5,7.1,71.4,50.02640264,7.598197038
173,533,232,403,129730,13.5,262.0827873,34.8,33.8,35.9,The East North Central Region,2.44,48.2,31.3,62.1,7.2,81.8,49.45798646,4.528947447
190.6,129,57,461.7,22243,10,0,42,40.8,43.5,The East North Central Region,2.38,55.9,48.2,62.1,6.6,77.1,52.26761016,4.962066844
220.9,100,52,416.8,22004,27.2,0,37,36.4,38.2,West South Central States,2.78,52.7,42.6,49.2,7.9,38.6,51.95783133,5.336200156
159.5,36,14,447.6,5868,16.6,0,44.7,44.2,46.2,West South Central States,2.28,50.4,40.6,45.6,4.9,68.1,53.13706564,4.431818182
151.7,76,26,442,13793,21.8,0,40.7,39.3,42.7,West South Central States,2.37,52.4,40.8,42.3,8.7,47.3,52.11106885,5.756929638
181,24,12,360.4,5427,10.5,0,41.5,41.5,41.5,West South Central States,2.7,62.2,37.7,59.5,3,71.4,60.68418443,2.923473775
182.4,98,43,415.1,23768,15,0,34.7,33.8,36.8,West South Central States,2.87,45.8,40.4,53.6,2.9,64.4,50.65693431,3.754407799
180.2,62,24,472.6,9833,18.4,0,41.1,37.7,45.5,West South Central States,2.25,50.8,39.4,43,3,65.1,49.58100559,2.110199297
191.7,221,101,440.5,44884,19.1,0,37.1,35.7,38.6,West South Central States,2.58,50.1,33.4,52.9,8.1,57.6,47.96176046,7.559938128
211.4,145,73,429.4,29343,23.5,0,37,35.7,40.1,West South Central States,2.77,48,41.2,49,9.5,51.1,49.32366203,5.189317106
150.3,53,20,457.3,6856,15.8,0,52.2,52,52.5,Pacific Region,2.18,57.3,33.1,50.7,9.5,64.4,49.3835172,4.545454545
185.4,149,66,444.1,25775,16.8,38.79728419,41,40.5,41.7,Pacific Region,2.5,52.7,28.5,53.3,9,62.1,52.25680132,5.246743717
145.5,2147,713,429.2,574326,12.5,208.9405669,36.1,35.3,37,Pacific Region,2.66,53,19,63.6,7.6,73.3,53.19678723,5.186880244
144.6,11,4,375,1358,23.3,0,56.5,58.6,55,Pacific Region,1.97,60.6,36.1,46.7,8.5,74.4,54.69448584,1.754385965
168.6,512,193,466.8,102659,15.4,301.9706017,38.2,36.9,39.4,Pacific Region,2.78,51.9,29.8,55,9.7,67.7,54.91358025,4.397120317
165.3,590,219,470.7,102295,10.8,332.3720612,42.8,41.8,43.9,Mid-Atlantic Region,2.55,55.7,42,60.7,5.7,78.9,58.10750661,4.47016211
182.1,7913,3100,501.2,1230459,13.1,624.1573267,40.9,38.8,42.9,Mid-Atlantic Region,2.26,45.4,29.8,59.8,7.1,76.9,42.45865232,5.044224477
171.1,442,177,458.5,67052,13.8,74.56899123,45.6,44.4,46.5,Mid-Atlantic Region,2.36,53.9,49.4,53.2,8.5,72.3,51.86159024,4.390138408
180.2,1133,466,476.1,168871,11.7,183.5720757,44.8,42.9,46.6,Mid-Atlantic Region,2.38,51,39.2,57.7,6.8,73.9,49.70961344,4.491424455
151.2,330,110,479.9,48586,13.6,0,45,44.1,46.3,Mid-Atlantic Region,2.43,57.2,50.8,56,7.3,70.9,54.965,4.585306863
162.4,2265,816,472.4,415271,14.3,156.5242938,39.7,38.4,40.8,Mid-Atlantic Region,2.61,49.6,38.4,59.9,9,71.2,51.44737529,5.334555643
179.4,819,328,478.4,125593,15,39.81113597,42.8,41,44.5,Mid-Atlantic Region,2.41,50,48.2,55.5,6.4,70.6,48.79100208,4.508674734
183.8,406,163,484.4,61281,12.9,522.1846902,44.1,43.1,45,Mid-Atlantic Region,2.52,54.1,48,53.4,5.6,69,53.48140241,5.284901395
168.7,3803,1328,500.5,627367,6.6,79.6981671,43,41.7,44.2,Mid-Atlantic Region,2.65,55.5,30.7,63.3,7,83.4,58.12001751,4.681322269
169.7,1149,405,509.4,186818,8.9,48.17522937,42.7,41.5,43.6,Mid-Atlantic Region,2.42,55.6,34.9,60.8,5.9,81,55.70519362,4.004308281
168.5,979,366,488.3,136411,15.3,109.9618066,44.4,42.7,46.2,Mid-Atlantic Region,2.28,48.5,46.3,50.2,8.5,72.3,47.39754633,4.763561711
159.6,43,14,560.4,4732,14.2,0,49.9,48.3,51.3,Mid-Atlantic Region,2.2,48.7,48.7,54.2,4.5,71.1,45.52995392,3.510758777
191.8,439,177,496.1,63960,13,78.17385866,45,43.9,46.4,Mid-Atlantic Region,2.48,52.7,46.2,54.5,8.6,71.8,52.33971496,3.33234816
142.4,626,208,442.6,160580,17.9,392.3278117,30.3,29.3,31.8,Mid-Atlantic Region,2.47,40.6,31.6,55.2,5.1,83.5,46.5592921,3.704047746
159.1,2688,894,486.2,515939,7.3,149.2424492,40.1,38.8,41.2,Mid-Atlantic Region,2.66,55.9,23.2,64.7,5.9,82.4,58.35469775,4.919274098
179.4,248,92,495.4,39498,15.1,0,40.3,39.4,41.1,Mid-Atlantic Region,2.39,50,47,51.7,8.1,70.6,50.2590019,4.792232199
183,516,212,473.5,80994,16.5,0,43.9,42.3,45.7,Mid-Atlantic Region,2.38,52.1,50.9,50.3,7.8,66.2,52.7799604,4.179907113
196.6,232,98,486,39441,17.4,0,38.1,37.5,38.6,Mid-Atlantic Region,2.52,48.4,45.6,55,6.1,69.3,51.3855096,4.785376874
175.2,424,151,515.2,66672,14.3,14.9988001,40.1,39.3,41.1,Mid-Atlantic Region,2.4,48.1,45.7,54.1,5.7,77.6,50.05348002,4.087548063
191.8,551,224,481.8,86484,14.9,0,42.4,41.4,43.2,Mid-Atlantic Region,2.42,52.2,45,53.4,7.2,64.9,52.06362979,6.020996295
154.6,1332,473,460.3,246338,9.1,105.5460384,40.8,39.4,42.1,Mid-Atlantic Region,2.38,52.6,35,61.4,5.6,81.4,52.66284523,4.691477538
169.1,1417,534,457.2,272983,13.4,725.3198917,39.6,38.1,41.1,Mid-Atlantic Region,2.41,47.3,34.8,54.1,7.1,72.4,44.48062907,5.830835519
187.4,3395,1270,525.2,563894,11,150.73755,38.9,36.9,40.6,Mid-Atlantic Region,2.65,45.9,31.8,59.8,8.2,76,47.82182055,5.543922993
189.9,235,93,514.8,30872,10.5,0,46.4,45.4,47.5,Mid-Atlantic Region,2.34,53.2,50.4,57.5,5.2,75,50.40018121,4.291640077
182.5,1566,620,478.6,278045,16.4,39.56194141,38.8,37.3,40.5,Mid-Atlantic Region,2.43,46.7,40,57.1,8,69.6,46.11948988,4.900650039
198.7,932,394,495.6,133628,20.2,97.28500015,44.2,42.1,45.8,Mid-Atlantic Region,2.41,47.6,49.9,48.1,8.4,65.5,46.48961979,5.078382982
206.5,49,22,462.1,7410,21.9,134.9527665,43.3,37,59.6,Mid-Atlantic Region,1.86,33.3,53.6,17.6,4.8,68.2,49.84802432,1.652892562
162.2,877,323,468.5,153638,11.9,97.63209623,40.9,39.9,42,Mid-Atlantic Region,2.56,55,43.9,58.9,6.9,72.6,55.20744408,4.842223007
177.5,88,34,458.9,14629,13.3,0,43.2,42.4,44.3,Mid-Atlantic Region,2.46,58,51.1,55.4,7.5,70.9,56.30872483,4.970178926
193.5,240,95,501.4,37519,16.5,0,502.8,40.7,43.5,Mid-Atlantic Region,2.33,49.4,47.3,46.6,6.4,71.4,50.06252605,6.037875061
172.7,248,105,423.7,45668,15.1,0,42.5,40.7,44.1,Mid-Atlantic Region,2.36,51.4,51.7,48.6,8.1,70.5,55.09433962,6.823375775
151.6,457,172,425.1,86966,17,34.49623991,38.9,37.1,40.8,Mid-Atlantic Region,2.41,48.4,43.9,52.9,7.8,73.2,50.63562432,4.149417541
183.2,304,120,495.4,44430,13.3,0,43.6,42.2,45.1,Mid-Atlantic Region,2.38,54.5,51.2,54.2,6.4,67.8,52.48119487,6.414368185
162.9,124,54,393.5,24737,12.3,0,43,42.2,43.9,Mid-Atlantic Region,2.61,56.3,51,56.2,5.7,69.6,56.92536996,5.734425605
178.3,1370,549,482.8,211917,15.4,127.4083721,42.3,40.4,43.8,Mid-Atlantic Region,2.41,45.8,37.7,55.5,6.9,72.5,44.9714232,3.545136747
157.6,2737,1032,449.7,536624,10.5,59.63207013,38.4,37.1,39.6,Mid-Atlantic Region,2.64,54.8,38.2,62.4,6.1,70.6,56.86991246,6.226276831
186.1,620,255,493.6,88082,13.2,1146.658795,44.4,42.4,45.9,Mid-Atlantic Region,2.38,50.7,45,53.7,7,68.4,49.46891725,4.727253413
172.8,814,321,471.7,137067,10.9,0,41.1,39.6,42.4,Mid-Atlantic Region,2.54,52.4,43.9,60.2,6.9,71.2,52.66229169,5.989257845
168.4,2001,741,484,360685,12.8,177.4401486,39.5,38.1,40.7,Mid-Atlantic Region,2.6,48.3,33.1,59.9,8.5,70,48.97730666,5.408652416
181.1,2153,836,500,318449,15.8,191.5534356,42.9,40.9,44.6,Mid-Atlantic Region,2.39,45.5,39.5,55.6,7.8,70.8,44.48372859,5.103967071
178.5,766,280,521.8,116048,16,146.4911071,496.8,39.2,43.1,Mid-Atlantic Region,2.42,49,41.1,56.9,7.7,71.9,49.22668061,5.48894218
170.4,260,101,465.6,42412,16.6,0,42.4,40.8,44.2,Mid-Atlantic Region,2.29,45.4,48.2,51.8,9.1,70.4,44.56321839,6.282490875
186.7,792,320,501.6,114234,14.6,122.5554563,43.8,41.9,45.3,Mid-Atlantic Region,2.37,49.3,44.4,52.7,6.8,69.5,49.96487068,4.669101054
168.3,304,113,485.2,46500,16.3,559.1397849,43.5,42.2,44.5,Mid-Atlantic Region,2.46,53,50.2,53.2,6.4,63.3,51.21833921,5.671766053
180,866,334,460.1,166397,13.3,24.03889493,41.8,40.9,42.5,Mid-Atlantic Region,2.89,49.6,36.6,56,12,70.6,55.42524041,4.318836947
161.8,4749,1672,490.8,819264,7.1,239.2391219,41.1,39.5,42.5,Mid-Atlantic Region,2.57,53.9,24.8,64,6.4,83.4,55.17681595,4.502231194
152.6,124,41,490.8,18557,11.2,0,42.9,40.6,46.3,Mid-Atlantic Region,0.0241,49.9,39.8,55.4,6.6,77.6,49.33604336,3.59080341
172.7,1931,677,525.7,300813,10,365.6756856,41.8,40,43.2,Mid-Atlantic Region,2.56,51.4,35.3,59.2,7.3,77.1,53.42832095,4.239802406
177.5,620,248,471.7,93246,15.9,0,525.6,41.6,46.2,Mid-Atlantic Region,2.27,50.4,50.3,52.7,7.2,71.8,47.97968254,5.713833492
189.7,259,103,479.1,45685,8.7,0,42.1,41,43.2,Mid-Atlantic Region,2.49,57,46,62.2,6.3,76.2,56.83162842,5.221317107
211.7,8236,3303,533.5,1567442,25.8,742.6112099,33.7,32.2,35.2,Mid-Atlantic Region,2.59,29.3,33.8,51.4,13.9,55.7,27.45994321,5.282605624
157.4,346,120,461.5,55949,10.6,71.49368175,46,45.4,46.6,Mid-Atlantic Region,2.66,55,35.8,51.9,11.6,72.5,58.48474785,5.499704317
191.9,114,52,456.5,17093,14.3,0,45.8,44.5,46.8,Mid-Atlantic Region,2.57,52.1,48.2,49.5,6.9,67.2,52.76653171,6.77146312
186.6,992,409,485.5,144590,13.5,186.7349056,43.8,42,45.6,Mid-Atlantic Region,2.38,48.7,47.7,52.2,8.8,71.6,48.41855381,4.779878415
159.2,224,78,474.1,40444,13.1,0,39.3,37.9,40.7,Mid-Atlantic Region,2.62,52.7,46,60,5,70.1,58.05982551,4.883318928
159.4,494,189,455.9,75522,13.5,39.72352427,45.3,43.6,47.1,Mid-Atlantic Region,2.42,54,49.3,51.6,6.9,72.3,56.74735811,5.627676205
186.2,59,21,538.3,6328,14.4,0,51.8,50.4,53.1,Mid-Atlantic Region,0.0222,52.1,49.1,46.2,8.7,74.2,51.59235669,4.06278855
163.6,258,100,434.1,41666,12.8,0,46.4,45.4,47.3,Mid-Atlantic Region,2.41,55.5,46.7,54.4,7.7,71.5,54.01155144,4.344746163
174.7,275,104,487.3,41877,16.3,0,43,42.5,43.7,Mid-Atlantic Region,2.47,52.2,44.6,52.6,7.4,69.5,52.9829631,6.635885322
